id,degree_id,name,surname,date_of_birth,fiscal_code,enrolment_date,registration_number,email
945,54,Trevis,Palmieri,1995-11-29,MPZVUL45Q55E987M,2020-01-16,620977,michele.marchetti@mancini.com
954,42,Lorenzo,Battaglia,2002-03-04,DUSNAB39L98R404A,2019-10-09,620986,gatti.ione@riva.it
968,32,Odino,Sala,1997-10-11,LNJQKF13W08Q591L,2018-10-11,621000,edvige06@ferrari.com
970,65,Matilde,Negri,1997-04-21,JAEICM43A68D954B,2018-09-10,621002,jole58@gmail.com
980,30,Michele,Mariani,1996-09-03,SWDGZD27P25G301Y,2018-12-30,621012,cassiopea.martino@moretti.org
990,69,Enrica,Amato,2001-06-11,CZDIBE43L22X881G,2019-05-04,621022,gioacchino.russo@giordano.it
993,44,Joey,Marino,2000-07-14,SETBRJ49C66S173U,2021-03-13,621025,antonio26@giordano.com
995,9,Ivonne,"De Angelis",1999-04-29,THAKTX61L48F206U,2021-05-09,621027,filomena.sorrentino@email.it
1004,22,Radio,Barbieri,2001-02-21,ZJKPRL53W29C009F,2019-06-30,621036,sartori.ninfa@email.it
1006,38,Albino,Neri,1999-04-09,GJKWVU87X76Z648V,2019-02-18,621038,lsartori@rossetti.it
1008,24,Ian,Silvestri,1999-10-30,UEQNIO21L92O074F,2021-06-08,621040,epiras@yahoo.it
1011,26,Augusto,Giuliani,2002-01-24,BJPYLS67V06U807M,2020-09-02,621043,cmarini@libero.it
1012,31,Dimitri,Negri,1996-03-09,JYLCFN20L20O768E,2019-09-12,621044,lia27@yahoo.it
1013,46,Gaetano,Bernardi,1996-10-20,MSDPRH72B93G493V,2020-01-28,621045,neri.battaglia@gmail.com
1019,56,Osvaldo,Ricci,2000-09-04,VTKTHV42Z73X495Z,2020-01-11,621051,montanari.deborah@russo.com
1034,31,Gelsomina,"De luca",2001-02-21,LUOXYY37S04E538S,2020-02-19,621066,hbenedetti@negri.it
1043,46,Abramo,Pellegrini,1997-04-30,RFIYNR15V56P674E,2019-09-07,621075,tristano.valentini@gallo.com
1045,24,Hector,Ferri,2001-02-02,HFQCMW75E42Y806Z,2019-07-26,621077,pietro.leone@amato.com
1046,20,Giordano,Giuliani,1995-08-10,TWIYDF42C08L258O,2019-08-08,621078,ninfa10@hotmail.com
1048,61,Eufemia,Colombo,1999-10-15,TRBSCG21T42R515X,2020-05-01,621080,bruno.dylan@yahoo.com
1049,56,Rita,Martino,2000-05-02,EUYGEM77U07V515L,2019-02-11,621081,martinelli.pacifico@yahoo.com
1073,47,Osvaldo,Rinaldi,1997-12-25,WSVYHN47A96M625Q,2019-12-08,621105,bdamico@gmail.com
1081,6,Walter,Lombardo,1999-10-05,VRKMRG13Y19Y645F,2018-07-05,621113,rebecca53@yahoo.it
1083,40,"Sue ellen",Testa,2001-01-15,GVHLUQ47Z37W256L,2021-05-20,621115,pericle.milani@grasso.it
1089,51,Leone,Vitali,1997-07-08,RUHRLH32O90F377P,2019-10-30,621121,miriam04@negri.com
1095,10,Elda,Martino,1996-12-11,IDZKTB10K65B497J,2019-11-25,621127,dylan61@yahoo.it
1108,26,Fiorenzo,D'angelo,1996-01-14,ZHKBCU90G80R635H,2020-06-02,621140,enrica37@fabbri.it
1114,48,Quirino,Ruggiero,1995-12-04,HOZESV98I48X287K,2018-12-22,621146,gallo.hector@pellegrini.it
1121,67,Moreno,Ferrari,1998-10-20,YPYDUU55V61H640I,2019-03-27,621153,gentile.ermes@testa.com
1128,30,Rosaria,Pellegrini,1995-10-16,OTDPTH84X94V859H,2018-08-16,621160,nabil21@leone.net
1129,49,Michele,Coppola,1996-03-03,HFKBBL81S68D089Z,2019-04-28,621161,ileana.pagano@yahoo.com
1133,34,Erminia,Fiore,1996-01-25,ZIRQTW95U42K182O,2019-02-26,621165,serra.eustachio@barbieri.com
1134,18,Edvige,Giuliani,1997-07-13,NSTJXU27C68T174L,2019-07-04,621166,caruso.grazia@costa.it
1144,29,Miriana,Piras,2001-03-26,KRRPAH84C69B048X,2018-07-18,621176,sala.rosaria@carbone.it
1145,18,Ninfa,"De Angelis",1997-03-18,YIXLOS30F88X192P,2021-05-01,621177,jpellegrino@email.it
1146,6,Quirino,Moretti,1996-11-01,WDSZJK36A14N384N,2019-07-19,621178,rizzo.lucia@costa.net
1152,64,Ciro,Lombardo,1999-06-11,TVXKOG57Y59U667U,2021-04-26,621184,silvestri.cecco@email.it
1154,71,Manuele,Pellegrini,1995-10-25,JBNRUO37X24L298R,2019-04-12,621186,egrasso@email.it
1165,45,Gabriele,Esposito,2002-02-16,IQIXLH55E56F510M,2020-03-27,621197,jlombardo@yahoo.com
1167,69,Zelida,Serra,2002-03-17,FOFOWR75J36K957T,2018-11-28,621199,yricci@galli.net
1168,45,Renato,Sartori,2001-02-19,SEIAQG30C89T438B,2019-04-15,621200,matilde52@gallo.it
1175,5,Lorenzo,Longo,1996-08-07,BFETAW03U36E128J,2019-08-26,621207,russo.cleros@hotmail.com
1186,6,Demis,Coppola,1998-02-14,LBMDYY64P57Z725C,2018-08-12,621218,gallo.diamante@riva.it
1189,39,Karim,Rossi,2002-04-20,CPJTQR73A25K134G,2021-05-29,621221,apellegrino@email.it
1192,13,Gregorio,Lombardo,2001-07-06,EKDKYT96B88D703B,2020-02-08,621224,odamico@coppola.org
1195,23,Celeste,Benedetti,2001-11-26,LIVHWH06R40A349V,2019-07-13,621227,pgallo@rizzi.com
1197,32,Augusto,Greco,1999-02-03,HQTEFN18M76G793N,2020-11-16,621229,helga91@vitale.com
1200,63,Giancarlo,Rinaldi,2000-04-11,MSGKGJ44U70W584R,2021-02-28,621232,piccarda39@hotmail.com
1202,11,Lucrezia,Giordano,1997-02-28,AAEKLD17S97R181Q,2019-02-10,621234,deluca.evita@rossetti.net
1206,40,Penelope,Conte,1995-12-18,BCMFVL70W30F072U,2019-07-28,621238,rfarina@email.it
1215,30,Ursula,Galli,1997-11-29,CMTZHC31U25K441K,2019-05-30,621247,cleros.montanari@yahoo.it
1217,6,Grazia,Rossi,1995-09-16,QEGZQJ72F16F954T,2019-11-18,621249,donati.celeste@yahoo.com
1218,59,Caligola,Rizzi,2000-10-13,MXDZVJ07Y82Y953F,2020-04-02,621250,luce.cattaneo@grassi.net
1224,68,Kristel,Martini,2000-11-05,ZCZFUT06T31M574H,2020-12-08,621256,ursula.rizzo@marchetti.net
1225,45,Rosolino,Ricci,2001-03-15,GSUDTM08D15I755P,2019-02-24,621257,rossi.tancredi@email.it
1239,25,Tosca,Sanna,1997-01-13,ABHICX32J99H094Y,2020-03-08,621271,giorgio.farina@libero.it
1242,12,Loretta,Rizzi,1997-09-11,HBRBDP35W45E334F,2020-05-20,621274,adamico@lombardo.it
1248,65,Ortensia,Leone,1998-03-30,OJMWDS17S38C867Z,2019-06-21,621280,mbruno@ferrara.com
1250,22,Vitalba,Parisi,2001-12-22,EQSHCG14G51Q781E,2020-09-15,621282,ricci.yago@deangelis.net
1256,15,Maristella,Fontana,1996-06-21,MGNHQB40N97F052E,2019-02-13,621288,fiore.gilda@libero.it
1258,55,Nadir,Fontana,2001-08-11,QJXHLY14P63E351K,2019-06-03,621290,sarita.villa@hotmail.com
1259,35,Tazio,Montanari,1996-02-04,JCYVPF04P28U228U,2020-12-22,621291,doriana92@longo.org
1261,33,Naomi,Guerra,2000-10-08,UGJUAX79E54X468F,2019-12-12,621293,ysartori@dangelo.com
1269,71,Gilda,Morelli,1999-08-24,URPJXR09B79Q349J,2018-11-18,621301,arduino15@hotmail.com
1270,7,Guido,Sartori,1998-09-18,TQEPFV14Q11I203N,2019-05-23,621302,hgalli@email.it
1276,34,Grazia,Conti,1996-12-03,IZYHOH77W64U756N,2019-12-30,621308,boris.bruno@amato.org
1277,42,Ciro,Martinelli,1999-10-05,ISHSGO85L44V542W,2020-05-29,621309,ermes08@gmail.com
1278,11,Elsa,Ricci,1996-05-31,RTWJLL31Q62Q187X,2019-07-15,621310,gmazza@esposito.it
1282,66,Tancredi,Mancini,2001-01-04,NAXLEV62A45T289F,2020-04-17,621314,rossetti.fortunata@caputo.com
1284,21,Sebastian,Colombo,1997-08-24,HXIKXY07R60J020S,2021-06-04,621316,mariapia.mazza@hotmail.com
1295,10,Genziana,Barbieri,1998-11-02,YTUFYU40F64R435Z,2019-07-15,621327,gelsomina.bruno@yahoo.com
1298,49,Ileana,Ferri,1995-10-31,KWNZNC01V30F326N,2019-08-30,621330,sneri@hotmail.com
1300,19,Primo,Gatti,1996-05-26,BGIGPT09J45B858E,2019-09-05,621332,ruth98@deangelis.com
1301,3,Rosalba,Russo,2001-12-26,YWPUNT73U96K183K,2019-01-05,621333,bianco.alessio@yahoo.com
1302,1,Sandro,Leone,1996-09-12,OSXSEV91J08O108Q,2019-08-16,621334,qleone@sanna.com
1306,69,Giulietta,Caputo,1996-02-17,VYIAXX03X42A527Q,2018-08-04,621338,idamico@giuliani.com
1326,52,Leone,Costa,1999-02-24,JTDWST34J91C578A,2020-08-27,621358,hsantoro@email.it
1333,52,Cesidia,Greco,1996-12-04,SZRXHE65M81T962W,2018-08-29,621365,filomena91@parisi.it
1337,36,Kayla,Bruno,1997-11-19,LJORZT13E80L803A,2020-02-19,621369,penelope64@lombardo.it
1339,5,Marzio,Mariani,1999-04-28,GDLQBM88O92G974N,2020-03-01,621371,shaira59@ferrari.it
1341,14,Fabiano,Ricci,2000-11-09,TDKIEF45U11P006J,2019-10-16,621373,lia.riva@yahoo.com
1350,24,Thea,Ferraro,1996-06-19,XHLRIJ93G01K182V,2018-09-03,621382,kbarone@damico.com
1352,61,Vitalba,Santoro,1996-11-13,MQZFRZ39Q99H808T,2020-06-28,621384,ermes45@hotmail.com
1357,65,Abramo,Santoro,1996-09-17,YHGMPY88N94N290Z,2018-06-15,621389,michael.ferri@libero.it
1358,30,Tazio,Bianchi,1999-09-16,KMPKLN65W16H727P,2020-06-06,621390,arduino.riva@hotmail.com
1360,74,Giacinta,Martino,1998-03-13,FRXKDW76L89M787G,2019-10-17,621392,qmoretti@yahoo.com
1361,67,Alighiero,Romano,2001-10-07,SMPYTD96T18C007J,2018-07-27,621393,furio77@hotmail.com
1362,29,Maria,Grassi,1996-04-27,UPZEMP69G99A732I,2019-06-07,621394,jsartori@gmail.com
1365,66,Fabiano,Orlando,1997-01-14,TGIEFP16P45D583U,2020-10-29,621397,doriana97@libero.it
1368,32,Loredana,Longo,1997-07-15,XSOAEJ62K13I472U,2018-07-10,621400,pconti@deluca.com
1369,63,Zelida,Barone,2000-07-24,RUCXDT18R75R590O,2021-04-19,621401,marcella.coppola@yahoo.com
1378,66,Jacopo,Giordano,1999-12-27,PTHQIZ82I40I462Z,2019-05-03,621410,santo.palmieri@vitale.org
1396,12,Laura,Morelli,1998-03-16,RRGNFO00T25O614V,2020-06-24,621428,elga.esposito@yahoo.it
1397,73,Oreste,Sartori,1999-03-18,PAGTDC64J75E276Z,2018-09-29,621429,ferretti.eusebio@libero.it
1400,34,Doriana,Damico,2001-04-11,MSPFPC09F80X250D,2020-06-24,621432,terzo.gallo@amato.org
1401,61,Rosita,Palmieri,1998-07-31,MMLNGR18U89C791B,2018-06-11,621433,battista.mariani@rinaldi.com
1403,28,Marco,Ferretti,1999-08-15,HUKTEL30H79E498F,2020-12-07,621435,ferraro.bernardo@yahoo.com
1406,68,Fulvio,Conti,1996-02-25,YSNLBY59Q48D941P,2019-01-24,621438,anastasio09@email.it
1408,43,Emidio,Costa,1997-07-18,IWOJPC65O89E214B,2020-12-10,621440,tnegri@cattaneo.com
1411,2,Nunzia,Grassi,1997-03-16,TZCCWL19X09Y273X,2019-07-06,621443,marvin53@hotmail.com
1418,1,Tristano,Cattaneo,1995-08-28,ESTGQM24N32J192J,2018-08-23,621450,ferretti.dindo@email.it
1422,44,Mietta,Bianchi,2000-12-21,ZRWHBU46W00V409R,2020-08-15,621454,caligola36@bellini.it
1427,23,Isabel,Messina,1999-08-26,HGPBRW52R26X600F,2021-05-19,621459,thea.palmieri@libero.it
1428,49,Joey,Fabbri,1999-06-21,PBBJDQ54D81Y672O,2020-12-11,621460,abramo98@yahoo.com
1436,72,Tosca,Pellegrino,2001-02-06,SMGECG95O35O571C,2020-11-07,621468,rosaria23@martinelli.com
1438,1,Leone,Lombardi,1998-05-20,NLBCNX88E44A087T,2019-05-25,621470,elio97@derosa.it
1444,1,Ruth,Neri,1998-12-26,KFIJGS99M98N508F,2021-04-12,621476,flavio45@libero.it
1447,63,Egidio,Caruso,1999-07-26,BNZMTY87O00E435W,2018-06-23,621479,cfiore@yahoo.com
1458,27,Clea,Morelli,1996-04-24,UAFWXX75B74M334H,2019-08-16,621490,cesidia.bianchi@gmail.com
1460,33,Luna,Romano,2000-05-07,LKQLKY65E94Q021O,2019-07-10,621492,mariapia83@neri.it
1461,37,Nicoletta,Bianco,2000-12-24,YEEGTE02L94Z918D,2020-08-10,621493,ivonne.ruggiero@gmail.com
1472,34,Selvaggia,Testa,1996-04-23,RVLTGH15L12A540U,2021-03-04,621504,nicoletta.leone@hotmail.com
1476,11,Prisca,Ferraro,1998-10-07,AFOBVZ26Z40I551R,2019-03-22,621508,iacopo23@yahoo.com
1477,49,Thea,Pellegrino,1996-10-27,ZXGYQJ60P08E283F,2019-06-26,621509,valentini.fulvio@email.it
1479,34,Eufemia,Grasso,2001-05-02,FCLFLC79Y26H111H,2019-04-07,621511,sartori.flavio@yahoo.it
1481,61,Felicia,Amato,2000-11-09,PYQVNW72R97Q801J,2021-04-03,621513,kconte@silvestri.it
1482,52,Lucrezia,Villa,1996-04-03,ZPXRUI95X71E607X,2021-03-18,621514,ruggiero.cesidia@barone.org
1483,3,Claudia,"De rosa",1997-05-03,VTNUDI94S74K907Q,2020-08-22,621515,damico.ileana@yahoo.com
1485,56,Rosita,Basile,1996-11-30,GUSXNY33V46X610C,2020-07-29,621517,giuliani.adriano@gatti.it
1488,27,Nadir,Coppola,2002-05-08,ZXGVTL70S12N564L,2020-01-16,621520,caputo.bortolo@gmail.com
1490,30,Eufemia,Donati,1996-04-22,SECNOT92L23M157Y,2019-03-17,621522,leone.naomi@email.it
1493,36,Silverio,Negri,2002-02-19,NXXPUE57M33T328Q,2021-03-14,621525,pagano.enrica@email.it
1498,34,Sirio,Ferraro,1997-04-09,FIATJP00B12A744M,2021-03-20,621530,messina.bacchisio@amato.it
1499,8,Abramo,Vitali,2001-10-26,UKDZXH15Y83D049O,2021-05-17,621531,rossi.vitalba@libero.it
1501,64,Primo,Bruno,1999-08-18,XCFGHL36L32L093U,2018-09-04,621533,ricci.matilde@yahoo.it
1502,67,Mercedes,Riva,1998-07-19,WEROVH99U29M975S,2019-06-08,621534,rosalino36@gmail.com
1516,60,Ivano,Russo,1999-07-14,PYYPDU31A84O322Q,2021-05-18,621548,prossi@palumbo.it
1524,72,Fernando,Grassi,1999-10-19,YWPZGR49Z26F571L,2021-02-14,621556,ferri.laura@romano.com
1537,30,Bibiana,Galli,1995-10-21,CRMXHX70W10F880N,2019-09-19,621569,lucia25@email.it
1543,24,Felicia,"De rosa",2001-07-16,CIRPXX15Z69C577A,2020-02-08,621575,carlo.martini@email.it
1544,58,Helga,Rizzi,1999-08-29,ELTFBH42D73D018Z,2019-07-04,621576,bortolo.pagano@yahoo.it
1548,48,Joshua,Guerra,1998-09-02,GYAQCU52J15B231Z,2019-08-17,621580,dvalentini@email.it
1550,16,Carmela,Serra,1998-04-01,KGDMBA84X35A503U,2018-10-01,621582,gianriccardo.cattaneo@email.it
1553,49,Luna,D'angelo,1998-07-05,ZUWKIX42J31I234P,2020-02-04,621585,tpellegrino@libero.it
1571,69,Amerigo,Valentini,1999-08-13,MJZHWP36S46L756L,2021-05-02,621603,ursula91@messina.net
1577,27,Ferdinando,Pagano,2000-09-17,CJJVRI49H83E912G,2020-08-10,621609,derosa.giacobbe@gentile.it
1584,69,Loretta,Basile,1996-04-30,GJJQPQ78Z82G462A,2021-03-18,621616,marco.longo@romano.it
1589,62,Ettore,Ruggiero,2000-05-30,ZHOHRT86X81C197U,2020-09-20,621621,ruth37@yahoo.com
1596,3,Lucrezia,Galli,1999-01-01,ZIYUWD15E87O452D,2020-06-08,621628,enrico.milani@yahoo.it
1597,70,Laura,Neri,2002-04-24,MAPDXO78Q98H567V,2018-08-31,621629,mancini.tosca@damico.net
1600,63,Ethan,Sala,2000-10-17,JCSMYE41N51T664L,2020-02-19,621632,villa.jari@gmail.com
1605,51,Rebecca,Farina,2000-02-17,WRUUIK81N11R280O,2019-05-20,621637,sasha03@morelli.it
1612,53,Cassiopea,Damico,1998-05-09,CEXZII44E73X274V,2021-04-29,621644,bortolo48@palmieri.com
1620,70,Marianita,Fontana,1999-03-06,HVZVTL61Z68O670G,2020-05-29,621652,messina.naomi@libero.it
1621,32,Audenico,Palmieri,1996-09-09,GHMTHP87Q25K076O,2021-04-01,621653,gatti.irene@sala.com
1630,62,Grazia,D'amico,1995-12-21,JUJBRD29N34M219F,2019-07-09,621662,loretta61@santoro.com
1634,48,Mirko,Mazza,1998-05-12,YCPZRX19I49E613S,2018-11-17,621666,costantini.artemide@libero.it
1637,60,Kociss,D'amico,2000-06-10,GVXFAE43I86Q443J,2019-11-14,621669,rosaria59@email.it
1640,43,Rebecca,Martinelli,1997-08-16,UWMLLU93R88D517X,2020-07-13,621672,rosolino.fontana@grassi.com
1641,52,Edilio,Gatti,2002-02-23,UUQEEI19C30D620H,2018-07-28,621673,rdamico@yahoo.com
1642,18,Lucrezia,Vitali,1999-11-28,IXJLTI43N76C140K,2020-07-15,621674,gilda75@palmieri.net
1646,24,Edipo,Neri,1998-10-07,LSSMNA22D14X307B,2019-08-02,621678,kristel13@hotmail.com
1655,53,Doriana,Rinaldi,2001-09-28,IHPNYA71U64H757V,2018-07-09,621687,cristyn24@yahoo.it
1656,11,Modesto,D'angelo,1997-01-13,BZZCET93B73P516Z,2019-04-25,621688,selvaggia85@libero.it
1661,16,Ruth,Esposito,2000-08-27,ZRHMED57V70Y110Z,2019-08-02,621693,testa.costanzo@rossetti.it
1666,56,Maruska,Gatti,1997-08-13,NFIVHB03F35E849R,2020-04-05,621698,ortensia81@email.it
1670,51,Enrica,Romano,2001-05-07,QFCUNR70Q85Q485V,2020-05-01,621702,ssanna@hotmail.com
1672,11,Lidia,Guerra,1998-01-13,SAFTCF76I59S191Q,2019-10-23,621704,arturo.parisi@rossi.org
1674,61,Rosolino,D'angelo,1997-11-22,UBMBGR35J15M744A,2020-11-15,621706,noemi48@mariani.net
1677,47,Gilda,Greco,1997-07-03,ZGCGAU03D40A439J,2020-05-16,621709,battaglia.ethan@derosa.com
1680,44,Shaira,Rossi,1997-07-06,QBINSF79K70V118S,2020-11-12,621712,vneri@sorrentino.com
1688,14,Mietta,Milani,2002-05-03,BWIYKD67D27T475M,2020-11-09,621720,diana49@damico.net
1692,67,Cira,Fabbri,1999-02-27,BGASME29G40Z971V,2019-09-06,621724,caputo.erminia@yahoo.it
1698,32,Maika,"De rosa",1995-09-30,EWGOYH87Z55Q684W,2021-06-05,621730,ariel.milani@benedetti.net
1704,26,Irene,Amato,1999-05-25,CDPWQU84X58Y707S,2021-02-03,621736,emilia.conti@sala.net
1718,20,Olimpia,Martini,2002-02-18,IWDQPI78Y20F122Q,2019-10-23,621750,quasimodo.grasso@libero.it
1723,63,Deborah,Donati,2001-01-18,UNFVKH44N89W332T,2020-05-18,621755,hrusso@gmail.com
1734,38,Cecco,Lombardi,2001-01-17,KGASDT71H79T957X,2019-07-04,621766,bellini.doriana@gmail.com
1742,21,Rosalba,Lombardo,2000-11-18,PHFLSW54K58V857J,2020-11-04,621774,matilde.damico@hotmail.com
1743,24,Radio,Gallo,1997-11-26,ZFPLPZ89E51R616Q,2021-03-03,621775,siro69@vitale.com
1750,46,Felicia,Riva,1996-02-18,TBHMPH87P53J111G,2020-05-29,621782,jack19@fabbri.it
1754,31,Rita,Sorrentino,2002-05-31,RTVWAX52R49Z160H,2019-04-10,621786,gmazza@yahoo.it
1761,58,Arturo,Donati,1999-04-09,UMYULZ47X43B993L,2020-01-08,621793,jderosa@gmail.com
1764,57,Rosita,Greco,1998-04-09,GHULJL08I67V837B,2019-07-27,621796,flombardo@caputo.it
1770,18,Irene,D'amico,1996-12-06,WBQQCZ93B56K617V,2019-08-13,621802,damico.diana@yahoo.com
1774,28,Renato,Morelli,1998-07-05,AYDBRI46V91O078Q,2021-03-24,621806,santo94@gmail.com
1776,68,Fiorentino,Russo,1997-07-10,GKHFDK24I48K956Y,2020-05-12,621808,violante.bianchi@coppola.it
1779,61,Laerte,Benedetti,1999-01-05,TEBKGA32I72L117S,2020-06-25,621811,lia87@libero.it
1794,42,Rudy,Valentini,2000-10-29,KAFNJY87A00H681A,2018-11-10,621826,lombardi.radio@deluca.it
1796,45,Carmela,Grassi,2000-03-27,VZSNCC65R07Y827F,2021-05-07,621828,nferrara@gmail.com
1797,37,Moreno,Bianchi,2001-12-28,ZWNHFC38O36D233C,2020-02-20,621829,umarino@giuliani.it
1802,75,Giulietta,Carbone,2000-05-27,WQSDKM83W63K375V,2019-01-27,621834,miriana67@gmail.com
1804,3,Michele,Conti,1998-03-14,DRISNJ28H20B525E,2019-12-14,621836,penelope22@neri.it
1808,13,Kris,"De luca",1996-10-28,NGFMNG79G54W771M,2018-09-18,621840,orfeo64@gmail.com
1810,29,Umberto,Longo,1998-06-04,BFUTJQ99M64G276S,2018-08-24,621842,ercole.sanna@gmail.com
1812,4,Radames,Santoro,2000-07-15,CZAFUV12T38C896U,2020-11-19,621844,artemide.benedetti@libero.it
1826,41,Clodovea,Costa,1995-09-02,EUVUZS50P87C955N,2020-07-12,621858,greco.serse@cattaneo.net
1838,72,Tristano,Valentini,1999-12-29,ZTURUD17P64Q898T,2019-11-23,621870,ivonne39@fabbri.it
1850,27,Gianantonio,Negri,1999-06-30,AFOJIR64S17W886X,2019-10-19,621882,crossetti@ferretti.com
1851,44,Ivano,Pellegrino,2000-05-03,KMQDOV15M57E729C,2020-01-30,621883,sesto.amato@email.it
1853,46,Demi,Conte,2000-07-17,CKYMHO99B79N562B,2019-09-01,621885,eferretti@caputo.com
1859,10,Quirino,Valentini,1998-01-14,RAIKIV49O88A957M,2018-10-03,621891,grassi.zaccaria@coppola.org
1864,4,Filomena,Rossi,1999-08-15,UVSNHN46R77E347B,2018-11-27,621896,iferraro@yahoo.it
1867,50,Loris,Gatti,2000-06-23,TRBPHW43Q13M297G,2020-10-27,621899,genziana84@yahoo.it
1870,16,Gastone,Vitali,1998-10-12,TOBRUX63S81V456C,2020-03-27,621902,violante.ferri@libero.it
1871,67,Ortensia,Costantini,1996-01-07,CILUVN70G00U200O,2021-01-03,621903,ricci.soriana@grassi.it
1872,34,Gerlando,Palumbo,2001-05-12,UJMXOQ87O89L474Q,2020-03-25,621904,hdesantis@yahoo.it
1875,29,Concetta,Rossi,1999-12-09,PHBPOB98Y50L872M,2018-10-28,621907,sabatino84@yahoo.com
1876,69,Mietta,Martino,1997-04-23,YFDTPM69L00X993C,2020-04-07,621908,sarita94@email.it
1877,53,Danny,Valentini,1999-09-25,IOKCUY57U49P478T,2020-08-19,621909,jfontana@gmail.com
1882,64,Primo,Fontana,1995-12-18,XSCYWF05L34J065K,2018-09-03,621914,baldassarre42@bianchi.com
1886,60,Mirko,Gallo,1999-10-05,YHOIUM64L90P040M,2020-06-06,621918,ferrara.ingrid@gmail.com
1892,6,Abramo,Fiore,1996-05-26,LWYZMO27J64G804G,2018-09-18,621924,ggiuliani@email.it
1897,67,Laura,"De rosa",1997-11-30,EKKYIC58U47C124D,2019-04-19,621929,nbruno@yahoo.com
1904,39,Ingrid,Ferri,1996-04-08,BLXXVF82M90K945I,2019-06-26,621936,basile.cleopatra@palmieri.com
1909,53,Ethan,Conti,1997-08-23,KEOEMB95Y97I730B,2020-05-21,621941,giulietta03@mazza.it
1910,44,Edipo,Galli,1998-07-02,XYKZPH24M95C311U,2019-04-28,621942,gatti.elsa@gallo.com
1913,60,Selvaggia,Ferretti,1998-06-22,BDKAMH30Z15U001J,2019-08-01,621945,mariani.flavio@libero.it
1914,24,Romolo,Rossetti,1999-07-18,KLWLIM40W11A072F,2021-01-04,621946,costantini.luce@rizzi.com
1918,1,Giuliano,Giordano,1999-09-21,RQSLDQ68N19T797Y,2018-12-24,621950,ferretti.radio@deluca.com
1920,15,Marcella,Leone,1999-08-26,VOGUMQ23Y03N013M,2020-10-25,621952,audenico.riva@libero.it
1930,69,Michele,Negri,1997-02-09,FGZFOF44O40V000P,2021-05-10,621962,ubaldo30@martini.net
1935,21,Pietro,Riva,1998-12-20,QOUVLL32O80H471C,2020-02-08,621967,dangelo.pericle@email.it
1941,53,Muzio,Sanna,1997-02-05,IGDNCE53O47B495G,2020-04-13,621973,itesta@yahoo.it
1944,43,Lidia,Coppola,1999-09-05,JOPFER99H97C884C,2019-04-10,621976,assia.barone@rossetti.net
1945,44,Giobbe,Testa,2002-05-03,LULNGG42C49B385S,2019-02-11,621977,lpalmieri@carbone.it
1951,28,Fiorentino,Piras,1995-12-21,KIWYIT41V03I289J,2019-12-31,621983,bernardi.omar@fiore.it
1952,54,Rosalba,Valentini,1997-11-03,BBXQME19I13Y617E,2018-09-28,621984,monti.flaviana@vitali.com
1956,12,Ileana,Coppola,1996-07-10,QOEABN54C68E522S,2020-06-01,621988,rferretti@email.it
1965,6,Rebecca,"De rosa",1997-09-20,MSAOPO09E06G578J,2020-05-21,621997,neri43@gmail.com
1970,71,Emilia,Fabbri,2001-08-13,UZBAGR93S67U850E,2019-04-09,622002,gilda09@hotmail.com
1973,24,Neri,Riva,1998-03-15,AERSMO04Z72Z816C,2019-01-15,622005,emilia.neri@russo.it
1974,51,Benedetta,Romano,1998-11-15,KFVZRU11V28E169U,2018-09-01,622006,grasso.sueellen@hotmail.com
1975,9,Gerlando,Fabbri,1999-09-13,HWKMEX64O98T558J,2018-08-18,622007,shaira.grasso@yahoo.com
1977,70,Boris,Grassi,2000-07-09,EXDKMV41X65H164E,2018-10-15,622009,tgrasso@hotmail.com
1984,55,Ingrid,Rossi,1995-09-05,HVFVCL98J76W079I,2019-10-12,622016,rizzi.jelena@email.it
1988,7,Ninfa,Parisi,1998-11-14,HLFUPY20O23L203M,2018-09-16,622020,nferrara@hotmail.com
1990,53,Jack,Lombardo,1999-12-04,ELGGHG76G66M403Q,2018-08-09,622022,demian47@hotmail.com
1991,34,Ursula,Amato,1997-09-20,ZPHIFG75Q15R492F,2021-05-19,622023,concetta.costa@vitali.com
1999,7,Isabel,Rossi,2000-10-10,RTFPGB26M64H368P,2019-06-27,622031,palmieri.liborio@libero.it
2002,49,Jole,Battaglia,1998-03-19,BEKYQP19O01Y099I,2020-11-21,622034,lucia76@gmail.com
2003,67,Patrizio,Parisi,1999-09-11,AQKSEQ35R89V628K,2019-05-09,622035,neri.alessandro@hotmail.com
2007,44,Liborio,Sala,1999-07-25,GDSPTL33E15R916X,2020-12-07,622039,hvitali@conte.com
2011,68,Ione,Rizzi,1996-03-12,DCBCIH25Q19D866N,2020-03-03,622043,damico.neri@pellegrino.com
2012,69,Joey,Vitale,2002-03-11,YOFGSV19S62N275J,2020-04-17,622044,nicoletta70@yahoo.com
2015,6,Augusto,Rinaldi,2002-05-12,UZOZMU03X20W352E,2019-03-19,622047,derosa.kai@yahoo.it
2016,64,Rita,Farina,2000-11-23,XBRLSK52F27B969J,2020-11-10,622048,soriana00@ruggiero.com
2021,60,Lamberto,Rizzo,1996-02-16,RFTLPN12F85J807A,2018-12-10,622053,ferri.antonino@yahoo.it
2030,19,Sarita,Martino,2002-01-15,XZFJNI91B44C218R,2019-02-13,622062,qbarbieri@hotmail.com
2034,17,Elsa,Negri,2002-06-06,ILZXIM39D92V704F,2019-02-25,622066,barone.ingrid@libero.it
